NATUR'L OLEO             ;930 ML/L ÓLEO VEGETA;10534;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;18,72
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;ES        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,41
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;GO        ;CENTRO-OESTE   ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,44
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;MG        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,42
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;MT        ;CENTRO-OESTE   ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,41
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PA        ;NORTE          ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,52
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PE        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,4
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PI        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,4
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;PR        ;SUL            ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,4
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RN        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,57
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RO        ;NORTE          ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,62
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;RS        ;SUL            ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,53
OVOS DE GALINHA          ;GRANDE BRANCO       ;11167;SP        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;0,42
OXICLORETO DE COBRE      ;NÃO INFORMADO       ;4556;SP        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;44,97
PA CARREGADEIRA          ;150 CASE W20        ;10086;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;500000,0
PA CARREGADEIRA          ;120 JOHN DEERE      ;15215;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;400000,0
PA CARREGADEIRA          ;143 CATERPILLAR 924K;12534;GO        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;450000,0
PA CARREGADEIRA          ;137 CASE 621 E      ;12057;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;780000,0
PA CARREGADEIRA          ;140                 ;13581;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;495565,0
PA CARREGADEIRA          ;137 CASE 621 E      ;12057;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;717518,83
PA CARREGADEIRA          ;152 CASE W20F       ;13631;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;758226,0
PA CARREGADEIRA          ;120 JOHN DEERE      ;15215;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;400000,0
PA CARREGADEIRA          ;150 CASE W20        ;10086;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;500000,0
PA CARREGADEIRA          ;143 CATERPILLAR 924K;12534;GO        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;450000,0
PA CARREGADEIRA          ;137 CASE 621 E      ;12057;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;780000,0
PA CARREGADEIRA          ;137 CASE 621 E      ;12057;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;717518,83
PA CARREGADEIRA          ;140                 ;13581;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;495565,0
PA CARREGADEIRA          ;152 CASE W20F       ;13631;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;758226,0
PA CARREGADEIRA          ;120 JOHN DEERE      ;15215;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;400000,0
PA CARREGADEIRA          ;150 CASE W20        ;10086;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;500000,0
PA CARREGADEIRA          ;143 CATERPILLAR 924K;12534;GO        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;500000,0
PA CARREGADEIRA          ;140                 ;13581;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;510450,0
PA CARREGADEIRA          ;137 CASE 621 E      ;12057;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;777120,0
PA CARREGADEIRA          ;152 CASE W20F       ;13631;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;533336,0
PA CARREGADEIRA DIANTEIRA;NÃO INFORMADO       ;12926;MG        ;SUDESTE        ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;65000,0
PACOTES EMBALAGENS PLASTI;NÃO INFORMADO       ;11604;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,2
PAGAMENTO PELA COLETA EM ;NÃO INFORMADO       ;14107;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,24
PAIOL                    ;NÃO INFORMADO       ;9630;AC        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
PAIOL                    ;NÃO INFORMADO       ;9630;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
PAIOL                    ;5 M                 ;13910;AM        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
PALANQUE PARA CERCA      ;2,2 METROS DE EUCALI;8543;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;24,25
PALHETAS                 ;NÃO INFORMADO       ;15386;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;25,0
PANEIRO                  ;DE MATERIAL RECICLAD;15319;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;150,0
PANEIRO                  ;DE MATERIAL RECICLAD;15320;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;200,0
PANEIRO DE FIBRA         ;NÃO INFORMADO       ;12284;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;120,0
PANEIRO DE FIBRA         ;NÃO INFORMADO       ;12284;AP        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;250,0
PANEIRO DE FIBRA         ;CIPÓ DA MATA        ;14961;PA        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;80,0
PANEIRO DE FIBRA         ;14 KG               ;14085;PA        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;55,0
PANERO                   ;100 KG FIBRA        ;14910;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;200,0
PANO                     ;NÃO INFORMADO       ;5544;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;100,0
PANO/COLHEITA            ;NÃO INFORMADO       ;10071;BA        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;44,0
PANO/COLHEITA            ;NÃO INFORMADO       ;10071;RO        ;NORTE          ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;260,0
PANO/COLHEITA            ;3,15 M X 10 M       ;15440;RO        ;NORTE          ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;209,67
PANO/COLHEITA            ;3,15 M X 10 M       ;15440;RO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;209,67
PANO/COLHEITA            ;NÃO INFORMADO       ;10071;RO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;260,0
PAO                      ;FRANCÊS             ;11161;AC        ;NORTE          ;2025;6;VAREJO                                                      ;11,66
PAO                      ;FRANCÊS             ;11161;AL        ;NORDESTE       ;2025;6;VAREJO                                                      ;13,84
PAO                      ;FRANCÊS             ;11161;AM        ;NORTE          ;2025;6;VAREJO                                                      ;10,99
PAO                      ;FRANCÊS             ;11161;BA        ;NORDESTE       ;2025;6;VAREJO                                                      ;14,78
PAO                      ;FRANCÊS             ;11161;CE        ;NORDESTE       ;2025;6;VAREJO                                                      ;19,18
PAO                      ;FRANCÊS             ;11161;DF        ;CENTRO-OESTE   ;2025;6;VAREJO                                                      ;13,87
PAO                      ;FRANCÊS             ;11161;GO        ;CENTRO-OESTE   ;2025;6;VAREJO                                                      ;18,18
PAO                      ;FRANCÊS             ;11161;MA        ;NORDESTE       ;2025;6;VAREJO                                                      ;19,74
PAO                      ;FRANCÊS             ;11161;MG        ;SUDESTE        ;2025;6;VAREJO                                                      ;17,92
PAO                      ;FRANCÊS             ;11161;MS        ;CENTRO-OESTE   ;2025;6;VAREJO                                                      ;20,93
PAO                      ;FRANCÊS             ;11161;MT        ;CENTRO-OESTE   ;2025;6;VAREJO                                                      ;17,53
PAO                      ;FRANCÊS             ;11161;PA        ;NORTE          ;2025;6;VAREJO                                                      ;14,8
PAO                      ;FRANCÊS             ;11161;PB        ;NORDESTE       ;2025;6;VAREJO                                                      ;14,03
PAO                      ;FRANCÊS             ;11161;PI        ;NORDESTE       ;2025;6;VAREJO                                                      ;19,88
PAO                      ;FRANCÊS             ;11161;PR        ;SUL            ;2025;6;VAREJO                                                      ;14,16
PAO                      ;FRANCÊS             ;11161;RJ        ;SUDESTE        ;2025;6;VAREJO                                                      ;15,66
PAO                      ;FRANCÊS             ;11161;RN        ;NORDESTE       ;2025;6;VAREJO                                                      ;16,36
PAO                      ;FRANCÊS             ;11161;RO        ;NORTE          ;2025;6;VAREJO                                                      ;14,68
PAO                      ;FRANCÊS             ;11161;RR        ;NORTE          ;2025;6;VAREJO                                                      ;12,16
PAO                      ;FRANCÊS             ;11161;RS        ;SUL            ;2025;6;VAREJO                                                      ;14,92
PAO                      ;FRANCÊS             ;11161;SC        ;SUL            ;2025;6;VAREJO                                                      ;15,27
PAO                      ;FRANCÊS             ;11161;SE        ;NORDESTE       ;2025;6;VAREJO                                                      ;10,03
PAO                      ;FRANCÊS             ;11161;SP        ;SUDESTE        ;2025;6;VAREJO                                                      ;15,09
PAO                      ;FRANCÊS             ;11161;TO        ;NORTE          ;2025;6;VAREJO                                                      ;17,22
PAO                      ;FRANCÊS             ;11161;AC        ;NORTE          ;2025;7;VAREJO                                                      ;10,16
PAO                      ;FRANCÊS             ;11161;AL        ;NORDESTE       ;2025;7;VAREJO                                                      ;13,84
PAO                      ;FRANCÊS             ;11161;AM        ;NORTE          ;2025;7;VAREJO                                                      ;10,99
PAO                      ;FRANCÊS             ;11161;BA        ;NORDESTE       ;2025;7;VAREJO                                                      ;14,91
PAO                      ;FRANCÊS             ;11161;CE        ;NORDESTE       ;2025;7;VAREJO                                                      ;22,11
PAO                      ;FRANCÊS             ;11161;DF        ;CENTRO-OESTE   ;2025;7;VAREJO                                                      ;14,99
PAO                      ;FRANCÊS             ;11161;GO        ;CENTRO-OESTE   ;2025;7;VAREJO                                                      ;18,32
PAO                      ;FRANCÊS             ;11161;MA        ;NORDESTE       ;2025;7;VAREJO                                                      ;19,74
PAO                      ;FRANCÊS             ;11161;MG        ;SUDESTE        ;2025;7;VAREJO                                                      ;17,92
PAO                      ;FRANCÊS             ;11161;MS        ;CENTRO-OESTE   ;2025;7;VAREJO                                                      ;21,05
PAO                      ;FRANCÊS             ;11161;MT        ;CENTRO-OESTE   ;2025;7;VAREJO                                                      ;17,62
PAO                      ;FRANCÊS             ;11161;PA        ;NORTE          ;2025;7;VAREJO                                                      ;14,31
PAO                      ;FRANCÊS             ;11161;PB        ;NORDESTE       ;2025;7;VAREJO                                                      ;14,34
PAO                      ;FRANCÊS             ;11161;PI        ;NORDESTE       ;2025;7;VAREJO                                                      ;20,26
PAO                      ;FRANCÊS             ;11161;PR        ;SUL            ;2025;7;VAREJO                                                      ;13,75
PAO                      ;FRANCÊS             ;11161;RJ        ;SUDESTE        ;2025;7;VAREJO                                                      ;14,92
PAO                      ;FRANCÊS             ;11161;RN        ;NORDESTE       ;2025;7;VAREJO                                                      ;16,56
PAO                      ;FRANCÊS             ;11161;RO        ;NORTE          ;2025;7;VAREJO                                                      ;15,0
PAO                      ;FRANCÊS             ;11161;RR        ;NORTE          ;2025;7;VAREJO                                                      ;12,1
PAO                      ;FRANCÊS             ;11161;RS        ;SUL            ;2025;7;VAREJO                                                      ;14,92
PAO                      ;FRANCÊS             ;11161;SC        ;SUL            ;2025;7;VAREJO                                                      ;14,58
PAO                      ;FRANCÊS             ;11161;SE        ;NORDESTE       ;2025;7;VAREJO                                                      ;10,15
PAO                      ;FRANCÊS             ;11161;SP        ;SUDESTE        ;2025;7;VAREJO                                                      ;14,65
PAO                      ;FRANCÊS             ;11161;TO        ;NORTE          ;2025;7;VAREJO                                                      ;17,41
PAO                      ;FRANCÊS             ;11161;AC        ;NORTE          ;2025;8;VAREJO                                                      ;11,28
PAO                      ;FRANCÊS             ;11161;AL        ;NORDESTE       ;2025;8;VAREJO                                                      ;13,84
PAO                      ;FRANCÊS             ;11161;AM        ;NORTE          ;2025;8;VAREJO                                                      ;10,99
PAO                      ;FRANCÊS             ;11161;BA        ;NORDESTE       ;2025;8;VAREJO                                                      ;14,65
PAO                      ;FRANCÊS             ;11161;CE        ;NORDESTE       ;2025;8;VAREJO                                                      ;20,14
PAO                      ;FRANCÊS             ;11161;DF        ;CENTRO-OESTE   ;2025;8;VAREJO                                                      ;14,87
PAO                      ;FRANCÊS             ;11161;GO        ;CENTRO-OESTE   ;2025;8;VAREJO                                                      ;18,42
PAO                      ;FRANCÊS             ;11161;MA        ;NORDESTE       ;2025;8;VAREJO                                                      ;19,74
PAO                      ;FRANCÊS             ;11161;MG        ;SUDESTE        ;2025;8;VAREJO                                                      ;17,92
PAO                      ;FRANCÊS             ;11161;MS        ;CENTRO-OESTE   ;2025;8;VAREJO                                                      ;21,06
PAO                      ;FRANCÊS             ;11161;MT        ;CENTRO-OESTE   ;2025;8;VAREJO                                                      ;18,14
PAO                      ;FRANCÊS             ;11161;PA        ;NORTE          ;2025;8;VAREJO                                                      ;14,38
PAO                      ;FRANCÊS             ;11161;PB        ;NORDESTE       ;2025;8;VAREJO                                                      ;14,77
PAO                      ;FRANCÊS             ;11161;PI        ;NORDESTE       ;2025;8;VAREJO                                                      ;19,97
PAO                      ;FRANCÊS             ;11161;PR        ;SUL            ;2025;8;VAREJO                                                      ;13,58
PAO                      ;FRANCÊS             ;11161;RJ        ;SUDESTE        ;2025;8;VAREJO                                                      ;14,92
PAO                      ;FRANCÊS             ;11161;RN        ;NORDESTE       ;2025;8;VAREJO                                                      ;15,67
PAO                      ;FRANCÊS             ;11161;RO        ;NORTE          ;2025;8;VAREJO                                                      ;14,3
PAO                      ;FRANCÊS             ;11161;RR        ;NORTE          ;2025;8;VAREJO                                                      ;12,77
PAO                      ;FRANCÊS             ;11161;RS        ;SUL            ;2025;8;VAREJO                                                      ;14,92
PAO                      ;FRANCÊS             ;11161;SC        ;SUL            ;2025;8;VAREJO                                                      ;15,13
PAO                      ;FRANCÊS             ;11161;SE        ;NORDESTE       ;2025;8;VAREJO                                                      ;9,49
PAO                      ;FRANCÊS             ;11161;SP        ;SUDESTE        ;2025;8;VAREJO                                                      ;15,82
PAO                      ;FRANCÊS             ;11161;TO        ;NORTE          ;2025;8;VAREJO                                                      ;17,26
PAO                      ;FRANCÊS             ;11161;AC        ;NORTE          ;2025;9;VAREJO                                                      ;14,38
PAO                      ;FRANCÊS             ;11161;AL        ;NORDESTE       ;2025;9;VAREJO                                                      ;15,26
PAO                      ;FRANCÊS             ;11161;AM        ;NORTE          ;2025;9;VAREJO                                                      ;13,63
PAO                      ;FRANCÊS             ;11161;AP        ;NORTE          ;2025;9;VAREJO                                                      ;14,97
PAO                      ;FRANCÊS             ;11161;BA        ;NORDESTE       ;2025;9;VAREJO                                                      ;16,43
PAO                      ;FRANCÊS             ;11161;CE        ;NORDESTE       ;2025;9;VAREJO                                                      ;20,48
PAO                      ;FRANCÊS             ;11161;DF        ;CENTRO-OESTE   ;2025;9;VAREJO                                                      ;18,14
PAO                      ;FRANCÊS             ;11161;ES        ;SUDESTE        ;2025;9;VAREJO                                                      ;19,57
PAO                      ;FRANCÊS             ;11161;GO        ;CENTRO-OESTE   ;2025;9;VAREJO                                                      ;18,67
PAO                      ;FRANCÊS             ;11161;MA        ;NORDESTE       ;2025;9;VAREJO                                                      ;18,39
PAO                      ;FRANCÊS             ;11161;MG        ;SUDESTE        ;2025;9;VAREJO                                                      ;18,45
PAO                      ;FRANCÊS             ;11161;MS        ;CENTRO-OESTE   ;2025;9;VAREJO                                                      ;18,14
PAO                      ;FRANCÊS             ;11161;MT        ;CENTRO-OESTE   ;2025;9;VAREJO                                                      ;20,6
PAO                      ;FRANCÊS             ;11161;PA        ;NORTE          ;2025;9;VAREJO                                                      ;16,61
PAO                      ;FRANCÊS             ;11161;PB        ;NORDESTE       ;2025;9;VAREJO                                                      ;15,53
PAO                      ;FRANCÊS             ;11161;PE        ;NORDESTE       ;2025;9;VAREJO                                                      ;14,01
PAO                      ;FRANCÊS             ;11161;PI        ;NORDESTE       ;2025;9;VAREJO                                                      ;19,72
PAO                      ;FRANCÊS             ;11161;PR        ;SUL            ;2025;9;VAREJO                                                      ;15,65
PAO                      ;FRANCÊS             ;11161;RJ        ;SUDESTE        ;2025;9;VAREJO                                                      ;19,53
PAO                      ;FRANCÊS             ;11161;RN        ;NORDESTE       ;2025;9;VAREJO                                                      ;14,77
PAO                      ;FRANCÊS             ;11161;RO        ;NORTE          ;2025;9;VAREJO                                                      ;15,21
PAO                      ;FRANCÊS             ;11161;RR        ;NORTE          ;2025;9;VAREJO                                                      ;10,97
PAO                      ;FRANCÊS             ;11161;RS        ;SUL            ;2025;9;VAREJO                                                      ;14,96
PAO                      ;FRANCÊS             ;11161;SC        ;SUL            ;2025;9;VAREJO                                                      ;16,86
PAO                      ;FRANCÊS             ;11161;SE        ;NORDESTE       ;2025;9;VAREJO                                                      ;11,81
PAO                      ;FRANCÊS             ;11161;SP        ;SUDESTE        ;2025;9;VAREJO                                                      ;19,19
PAO                      ;FRANCÊS             ;11161;TO        ;NORTE          ;2025;9;VAREJO                                                      ;18,18
PAO                      ;FRANCÊS             ;11161;AC        ;NORTE          ;2025;10;VAREJO                                                      ;14,3
PAO                      ;FRANCÊS             ;11161;AL        ;NORDESTE       ;2025;10;VAREJO                                                      ;15,24
PAO                      ;FRANCÊS             ;11161;AM        ;NORTE          ;2025;10;VAREJO                                                      ;13,58
PAO                      ;FRANCÊS             ;11161;AP        ;NORTE          ;2025;10;VAREJO                                                      ;14,94
PAO                      ;FRANCÊS             ;11161;BA        ;NORDESTE       ;2025;10;VAREJO                                                      ;16,51
PAO                      ;FRANCÊS             ;11161;CE        ;NORDESTE       ;2025;10;VAREJO                                                      ;20,68
PAO                      ;FRANCÊS             ;11161;DF        ;CENTRO-OESTE   ;2025;10;VAREJO                                                      ;17,87
PAO                      ;FRANCÊS             ;11161;ES        ;SUDESTE        ;2025;10;VAREJO                                                      ;19,62
PAO                      ;FRANCÊS             ;11161;GO        ;CENTRO-OESTE   ;2025;10;VAREJO                                                      ;18,51
PAO                      ;FRANCÊS             ;11161;MA        ;NORDESTE       ;2025;10;VAREJO                                                      ;18,39
PAO                      ;FRANCÊS             ;11161;MG        ;SUDESTE        ;2025;10;VAREJO                                                      ;18,45
PAO                      ;FRANCÊS             ;11161;MS        ;CENTRO-OESTE   ;2025;10;VAREJO                                                      ;18,05
PAO                      ;FRANCÊS             ;11161;MT        ;CENTRO-OESTE   ;2025;10;VAREJO                                                      ;20,6
PAO                      ;FRANCÊS             ;11161;PA        ;NORTE          ;2025;10;VAREJO                                                      ;16,72
PAO                      ;FRANCÊS             ;11161;PB        ;NORDESTE       ;2025;10;VAREJO                                                      ;15,49
PAO                      ;FRANCÊS             ;11161;PE        ;NORDESTE       ;2025;10;VAREJO                                                      ;14,1
PAO                      ;FRANCÊS             ;11161;PI        ;NORDESTE       ;2025;10;VAREJO                                                      ;19,64
PAO                      ;FRANCÊS             ;11161;PR        ;SUL            ;2025;10;VAREJO                                                      ;15,61
PAO                      ;FRANCÊS             ;11161;RJ        ;SUDESTE        ;2025;10;VAREJO                                                      ;19,66
PAO                      ;FRANCÊS             ;11161;RN        ;NORDESTE       ;2025;10;VAREJO                                                      ;14,91
PAO                      ;FRANCÊS             ;11161;RO        ;NORTE          ;2025;10;VAREJO                                                      ;15,12
PAO                      ;FRANCÊS             ;11161;RR        ;NORTE          ;2025;10;VAREJO                                                      ;10,95
PAO                      ;FRANCÊS             ;11161;RS        ;SUL            ;2025;10;VAREJO                                                      ;15,08
PAO                      ;FRANCÊS             ;11161;SC        ;SUL            ;2025;10;VAREJO                                                      ;16,9
PAO                      ;FRANCÊS             ;11161;SE        ;NORDESTE       ;2025;10;VAREJO                                                      ;11,84
PAO                      ;FRANCÊS             ;11161;SP        ;SUDESTE        ;2025;10;VAREJO                                                      ;19,34
PAO                      ;FRANCÊS             ;11161;TO        ;NORTE          ;2025;10;VAREJO                                                      ;18,18
PAO                      ;FRANCÊS             ;11161;AC        ;NORTE          ;2025;11;VAREJO                                                      ;14,33
PAO                      ;FRANCÊS             ;11161;AL        ;NORDESTE       ;2025;11;VAREJO                                                      ;15,52
PAO                      ;FRANCÊS             ;11161;AM        ;NORTE          ;2025;11;VAREJO                                                      ;13,51
PAO                      ;FRANCÊS             ;11161;AP        ;NORTE          ;2025;11;VAREJO                                                      ;15,64
PAO                      ;FRANCÊS             ;11161;BA        ;NORDESTE       ;2025;11;VAREJO                                                      ;16,59
PAO                      ;FRANCÊS             ;11161;CE        ;NORDESTE       ;2025;11;VAREJO                                                      ;20,64
PAO                      ;FRANCÊS             ;11161;DF        ;CENTRO-OESTE   ;2025;11;VAREJO                                                      ;18,05
PAO                      ;FRANCÊS             ;11161;ES        ;SUDESTE        ;2025;11;VAREJO                                                      ;19,68
PAO                      ;FRANCÊS             ;11161;GO        ;CENTRO-OESTE   ;2025;11;VAREJO                                                      ;18,82
PAO                      ;FRANCÊS             ;11161;MA        ;NORDESTE       ;2025;11;VAREJO                                                      ;18,54
PAO                      ;FRANCÊS             ;11161;MG        ;SUDESTE        ;2025;11;VAREJO                                                      ;18,5
PAO                      ;FRANCÊS             ;11161;MS        ;CENTRO-OESTE   ;2025;11;VAREJO                                                      ;17,9
PAO                      ;FRANCÊS             ;11161;MT        ;CENTRO-OESTE   ;2025;11;VAREJO                                                      ;20,66
PAO                      ;FRANCÊS             ;11161;PA        ;NORTE          ;2025;11;VAREJO                                                      ;16,67
PAO                      ;FRANCÊS             ;11161;PB        ;NORDESTE       ;2025;11;VAREJO                                                      ;15,64
PAO                      ;FRANCÊS             ;11161;PE        ;NORDESTE       ;2025;11;VAREJO                                                      ;14,06
PAO                      ;FRANCÊS             ;11161;PI        ;NORDESTE       ;2025;11;VAREJO                                                      ;19,67
PAO                      ;FRANCÊS             ;11161;PR        ;SUL            ;2025;11;VAREJO                                                      ;15,84
PAO                      ;FRANCÊS             ;11161;RJ        ;SUDESTE        ;2025;11;VAREJO                                                      ;19,8
PAO                      ;FRANCÊS             ;11161;RN        ;NORDESTE       ;2025;11;VAREJO                                                      ;14,89
PAO                      ;FRANCÊS             ;11161;RO        ;NORTE          ;2025;11;VAREJO                                                      ;15,26
PAO                      ;FRANCÊS             ;11161;RR        ;NORTE          ;2025;11;VAREJO                                                      ;10,92
PAO                      ;FRANCÊS             ;11161;RS        ;SUL            ;2025;11;VAREJO                                                      ;15,19
PAO                      ;FRANCÊS             ;11161;SC        ;SUL            ;2025;11;VAREJO                                                      ;16,92
PAO                      ;FRANCÊS             ;11161;SE        ;NORDESTE       ;2025;11;VAREJO                                                      ;12,13
PAO                      ;FRANCÊS             ;11161;SP        ;SUDESTE        ;2025;11;VAREJO                                                      ;19,33
PAO                      ;FRANCÊS             ;11161;TO        ;NORTE          ;2025;11;VAREJO                                                      ;18,04
PAO                      ;FRANCÊS             ;11161;AC        ;NORTE          ;2025;12;VAREJO                                                      ;14,17
PAO                      ;FRANCÊS             ;11161;AL        ;NORDESTE       ;2025;12;VAREJO                                                      ;15,29
PAO                      ;FRANCÊS             ;11161;AM        ;NORTE          ;2025;12;VAREJO                                                      ;13,41
PAO                      ;FRANCÊS             ;11161;AP        ;NORTE          ;2025;12;VAREJO                                                      ;15,87
PAO                      ;FRANCÊS             ;11161;BA        ;NORDESTE       ;2025;12;VAREJO                                                      ;16,44
PAO                      ;FRANCÊS             ;11161;CE        ;NORDESTE       ;2025;12;VAREJO                                                      ;20,69
PAO                      ;FRANCÊS             ;11161;DF        ;CENTRO-OESTE   ;2025;12;VAREJO                                                      ;18,24
PAO                      ;FRANCÊS             ;11161;ES        ;SUDESTE        ;2025;12;VAREJO                                                      ;19,78
PAO                      ;FRANCÊS             ;11161;GO        ;CENTRO-OESTE   ;2025;12;VAREJO                                                      ;18,6
PAO                      ;FRANCÊS             ;11161;MA        ;NORDESTE       ;2025;12;VAREJO                                                      ;18,48
PAO                      ;FRANCÊS             ;11161;MG        ;SUDESTE        ;2025;12;VAREJO                                                      ;18,49
PAO                      ;FRANCÊS             ;11161;MS        ;CENTRO-OESTE   ;2025;12;VAREJO                                                      ;18,03
PAO                      ;FRANCÊS             ;11161;MT        ;CENTRO-OESTE   ;2025;12;VAREJO                                                      ;20,84
PAO                      ;FRANCÊS             ;11161;PA        ;NORTE          ;2025;12;VAREJO                                                      ;16,7
PAO                      ;FRANCÊS             ;11161;PB        ;NORDESTE       ;2025;12;VAREJO                                                      ;15,3
PAO                      ;FRANCÊS             ;11161;PE        ;NORDESTE       ;2025;12;VAREJO                                                      ;14,17
PAO                      ;FRANCÊS             ;11161;PI        ;NORDESTE       ;2025;12;VAREJO                                                      ;19,93
PAO                      ;FRANCÊS             ;11161;PR        ;SUL            ;2025;12;VAREJO                                                      ;15,88
PAO                      ;FRANCÊS             ;11161;RJ        ;SUDESTE        ;2025;12;VAREJO                                                      ;19,88
PAO                      ;FRANCÊS             ;11161;RN        ;NORDESTE       ;2025;12;VAREJO                                                      ;14,8
PAO                      ;FRANCÊS             ;11161;RO        ;NORTE          ;2025;12;VAREJO                                                      ;15,19
PAO                      ;FRANCÊS             ;11161;RR        ;NORTE          ;2025;12;VAREJO                                                      ;10,96
PAO                      ;FRANCÊS             ;11161;RS        ;SUL            ;2025;12;VAREJO                                                      ;15,23
PAO                      ;FRANCÊS             ;11161;SC        ;SUL            ;2025;12;VAREJO                                                      ;16,98
PAO                      ;FRANCÊS             ;11161;SE        ;NORDESTE       ;2025;12;VAREJO                                                      ;12,09
PAO                      ;FRANCÊS             ;11161;SP        ;SUDESTE        ;2025;12;VAREJO                                                      ;19,42
PAO                      ;FRANCÊS             ;11161;TO        ;NORTE          ;2025;12;VAREJO                                                      ;17,99
PAO                      ;FRANCÊS             ;11161;AC        ;NORTE          ;2026;1;VAREJO                                                      ;14,27
