SEMENTE DE TRITICALE     ;NÃO INFORMADO       ;5322;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;3,47
TOMATE                   ;LONGA VIDA          ;6747;RS        ;SUL            ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,41
TOMATE                   ;NÃO INFORMADO       ;4667;RS        ;SUL            ;2026;2;VAREJO                                                      ;6,96
TOMATE                   ;NÃO INFORMADO       ;4667;SC        ;SUL            ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,86
TOMATE                   ;NÃO INFORMADO       ;4667;SC        ;SUL            ;2026;2;VAREJO                                                      ;6,46
TOMATE                   ;NÃO INFORMADO       ;4667;SE        ;NORDESTE       ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,08
TOMATE                   ;NÃO INFORMADO       ;4667;SE        ;NORDESTE       ;2026;2;VAREJO                                                      ;4,73
TOMATE                   ;NÃO INFORMADO       ;4667;SP        ;SUDESTE        ;2026;2;PREÇO RECEBIDO P/ PRODUTOR                                  ;1,99
TOMATE                   ;NÃO INFORMADO       ;4667;SP        ;SUDESTE        ;2026;2;VAREJO                                                      ;8,5
TOMATE                   ;NÃO INFORMADO       ;4667;TO        ;NORTE          ;2026;2;VAREJO                                                      ;8,23
TOMATE                   ;NÃO INFORMADO       ;4667;AC        ;NORTE          ;2026;3;VAREJO                                                      ;9,23
TOMATE                   ;NÃO INFORMADO       ;4667;AL        ;NORDESTE       ;2026;3;VAREJO                                                      ;7,64
TOMATE                   ;NÃO INFORMADO       ;4667;AM        ;NORTE          ;2026;3;VAREJO                                                      ;11,2
TOMATE                   ;NÃO INFORMADO       ;4667;AP        ;NORTE          ;2026;3;VAREJO                                                      ;9,05
TOMATE                   ;NÃO INFORMADO       ;4667;BA        ;NORDESTE       ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,52
TOMATE                   ;NÃO INFORMADO       ;4667;BA        ;NORDESTE       ;2026;3;VAREJO                                                      ;7,74
TOMATE                   ;NÃO INFORMADO       ;4667;CE        ;NORDESTE       ;2026;3;VAREJO                                                      ;8,56
TOMATE                   ;NÃO INFORMADO       ;4667;CE        ;NORDESTE       ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,85
TOMATE                   ;NÃO INFORMADO       ;4667;DF        ;CENTRO-OESTE   ;2026;3;VAREJO                                                      ;8,61
TOMATE                   ;NÃO INFORMADO       ;4667;DF        ;CENTRO-OESTE   ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,6
TOMATE                   ;NÃO INFORMADO       ;4667;ES        ;SUDESTE        ;2026;3;VAREJO                                                      ;10,69
TOMATE                   ;NÃO INFORMADO       ;4667;ES        ;SUDESTE        ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,98
TOMATE                   ;NÃO INFORMADO       ;4667;GO        ;CENTRO-OESTE   ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,31
TOMATE                   ;NÃO INFORMADO       ;4667;GO        ;CENTRO-OESTE   ;2026;3;VAREJO                                                      ;8,3
TOMATE                   ;NÃO INFORMADO       ;4667;MA        ;NORDESTE       ;2026;3;VAREJO                                                      ;6,99
TOMATE                   ;NÃO INFORMADO       ;4667;MG        ;SUDESTE        ;2026;3;VAREJO                                                      ;10,63
TOMATE                   ;NÃO INFORMADO       ;4667;MS        ;CENTRO-OESTE   ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,89
TOMATE                   ;NÃO INFORMADO       ;4667;MS        ;CENTRO-OESTE   ;2026;3;VAREJO                                                      ;7,32
TOMATE                   ;NÃO INFORMADO       ;4667;MT        ;CENTRO-OESTE   ;2026;3;VAREJO                                                      ;10,24
TOMATE                   ;NÃO INFORMADO       ;4667;MT        ;CENTRO-OESTE   ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,0
TOMATE                   ;NÃO INFORMADO       ;4667;PA        ;NORTE          ;2026;3;VAREJO                                                      ;9,09
TOMATE                   ;NÃO INFORMADO       ;4667;PB        ;NORDESTE       ;2026;3;VAREJO                                                      ;8,08
TOMATE                   ;NÃO INFORMADO       ;4667;PE        ;NORDESTE       ;2026;3;VAREJO                                                      ;9,13
TOMATE                   ;NÃO INFORMADO       ;4667;PI        ;NORDESTE       ;2026;3;VAREJO                                                      ;6,95
TOMATE                   ;NÃO INFORMADO       ;4667;PR        ;SUL            ;2026;3;VAREJO                                                      ;7,44
TOMATE                   ;ITALIANO            ;11503;PR        ;SUL            ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,82
TOMATE                   ;ITALIANO            ;11503;PR        ;SUL            ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;2,98
TOMATE                   ;NÃO INFORMADO       ;4667;RJ        ;SUDESTE        ;2026;3;VAREJO                                                      ;12,38
TOMATE                   ;NÃO INFORMADO       ;4667;RJ        ;SUDESTE        ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,84
TOMATE                   ;NÃO INFORMADO       ;4667;RN        ;NORDESTE       ;2026;3;VAREJO                                                      ;8,76
TOMATE                   ;NÃO INFORMADO       ;4667;RN        ;NORDESTE       ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,26
TOMATE                   ;NÃO INFORMADO       ;4667;RO        ;NORTE          ;2026;3;VAREJO                                                      ;8,35
TOMATE                   ;NÃO INFORMADO       ;4667;RR        ;NORTE          ;2026;3;VAREJO                                                      ;10,69
TOMATE                   ;NÃO INFORMADO       ;4667;RR        ;NORTE          ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,5
TOMATE                   ;LONGA VIDA          ;6747;RS        ;SUL            ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,23
TOMATE                   ;NÃO INFORMADO       ;4667;RS        ;SUL            ;2026;3;VAREJO                                                      ;7,63
TOMATE                   ;NÃO INFORMADO       ;4667;SC        ;SUL            ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,51
TOMATE                   ;NÃO INFORMADO       ;4667;SC        ;SUL            ;2026;3;VAREJO                                                      ;8,06
TOMATE                   ;NÃO INFORMADO       ;4667;SE        ;NORDESTE       ;2026;3;VAREJO                                                      ;6,93
TOMATE                   ;NÃO INFORMADO       ;4667;SP        ;SUDESTE        ;2026;3;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,09
TOMATE                   ;NÃO INFORMADO       ;4667;SP        ;SUDESTE        ;2026;3;VAREJO                                                      ;10,25
TOMATE                   ;NÃO INFORMADO       ;4667;TO        ;NORTE          ;2026;3;VAREJO                                                      ;9,13
TOMATE                   ;NÃO INFORMADO       ;4667;AC        ;NORTE          ;2026;4;VAREJO                                                      ;10,16
TOMATE                   ;NÃO INFORMADO       ;4667;AL        ;NORDESTE       ;2026;4;VAREJO                                                      ;7,88
TOMATE                   ;NÃO INFORMADO       ;4667;AM        ;NORTE          ;2026;4;VAREJO                                                      ;12,36
TOMATE                   ;NÃO INFORMADO       ;4667;AP        ;NORTE          ;2026;4;VAREJO                                                      ;10,2
TOMATE                   ;NÃO INFORMADO       ;4667;BA        ;NORDESTE       ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,41
TOMATE                   ;NÃO INFORMADO       ;4667;BA        ;NORDESTE       ;2026;4;VAREJO                                                      ;8,78
TOMATE                   ;NÃO INFORMADO       ;4667;CE        ;NORDESTE       ;2026;4;VAREJO                                                      ;10,75
TOMATE                   ;NÃO INFORMADO       ;4667;CE        ;NORDESTE       ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,64
TOMATE                   ;NÃO INFORMADO       ;4667;DF        ;CENTRO-OESTE   ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,09
TOMATE                   ;NÃO INFORMADO       ;4667;DF        ;CENTRO-OESTE   ;2026;4;VAREJO                                                      ;9,71
TOMATE                   ;NÃO INFORMADO       ;4667;ES        ;SUDESTE        ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,64
TOMATE                   ;NÃO INFORMADO       ;4667;ES        ;SUDESTE        ;2026;4;VAREJO                                                      ;11,44
TOMATE                   ;NÃO INFORMADO       ;4667;GO        ;CENTRO-OESTE   ;2026;4;VAREJO                                                      ;9,29
TOMATE                   ;NÃO INFORMADO       ;4667;GO        ;CENTRO-OESTE   ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,49
TOMATE                   ;NÃO INFORMADO       ;4667;MA        ;NORDESTE       ;2026;4;VAREJO                                                      ;7,18
TOMATE                   ;NÃO INFORMADO       ;4667;MG        ;SUDESTE        ;2026;4;VAREJO                                                      ;10,49
TOMATE                   ;NÃO INFORMADO       ;4667;MS        ;CENTRO-OESTE   ;2026;4;VAREJO                                                      ;8,19
TOMATE                   ;NÃO INFORMADO       ;4667;MS        ;CENTRO-OESTE   ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,22
TOMATE                   ;NÃO INFORMADO       ;4667;MT        ;CENTRO-OESTE   ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,39
TOMATE                   ;NÃO INFORMADO       ;4667;MT        ;CENTRO-OESTE   ;2026;4;VAREJO                                                      ;12,22
TOMATE                   ;NÃO INFORMADO       ;4667;PA        ;NORTE          ;2026;4;VAREJO                                                      ;10,4
TOMATE                   ;NÃO INFORMADO       ;4667;PB        ;NORDESTE       ;2026;4;VAREJO                                                      ;8,66
TOMATE                   ;NÃO INFORMADO       ;4667;PE        ;NORDESTE       ;2026;4;VAREJO                                                      ;9,29
TOMATE                   ;NÃO INFORMADO       ;4667;PI        ;NORDESTE       ;2026;4;VAREJO                                                      ;7,78
TOMATE                   ;NÃO INFORMADO       ;4667;PR        ;SUL            ;2026;4;VAREJO                                                      ;9,01
TOMATE                   ;ITALIANO            ;11503;PR        ;SUL            ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,44
TOMATE                   ;ITALIANO            ;11503;PR        ;SUL            ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,67
TOMATE                   ;NÃO INFORMADO       ;4667;RJ        ;SUDESTE        ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,59
TOMATE                   ;NÃO INFORMADO       ;4667;RJ        ;SUDESTE        ;2026;4;VAREJO                                                      ;11,4
TOMATE                   ;NÃO INFORMADO       ;4667;RN        ;NORDESTE       ;2026;4;VAREJO                                                      ;9,19
TOMATE                   ;NÃO INFORMADO       ;4667;RN        ;NORDESTE       ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;8,03
TOMATE                   ;NÃO INFORMADO       ;4667;RO        ;NORTE          ;2026;4;VAREJO                                                      ;10,19
TOMATE                   ;NÃO INFORMADO       ;4667;RR        ;NORTE          ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,57
TOMATE                   ;NÃO INFORMADO       ;4667;RR        ;NORTE          ;2026;4;VAREJO                                                      ;12,23
TOMATE                   ;LONGA VIDA          ;6747;RS        ;SUL            ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;4,37
TOMATE                   ;NÃO INFORMADO       ;4667;RS        ;SUL            ;2026;4;VAREJO                                                      ;7,88
TOMATE                   ;NÃO INFORMADO       ;4667;SC        ;SUL            ;2026;4;VAREJO                                                      ;8,71
TOMATE                   ;NÃO INFORMADO       ;4667;SC        ;SUL            ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,28
TOMATE                   ;NÃO INFORMADO       ;4667;SE        ;NORDESTE       ;2026;4;VAREJO                                                      ;7,77
TOMATE                   ;NÃO INFORMADO       ;4667;SP        ;SUDESTE        ;2026;4;VAREJO                                                      ;11,18
TOMATE                   ;NÃO INFORMADO       ;4667;SP        ;SUDESTE        ;2026;4;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,9
TOMATE                   ;NÃO INFORMADO       ;4667;TO        ;NORTE          ;2026;4;VAREJO                                                      ;9,42
TOMATE                   ;NÃO INFORMADO       ;4667;AC        ;NORTE          ;2026;5;VAREJO                                                      ;12,02
TOMATE                   ;NÃO INFORMADO       ;4667;AL        ;NORDESTE       ;2026;5;VAREJO                                                      ;10,45
TOMATE                   ;NÃO INFORMADO       ;4667;AM        ;NORTE          ;2026;5;VAREJO                                                      ;13,59
TOMATE                   ;NÃO INFORMADO       ;4667;AP        ;NORTE          ;2026;5;VAREJO                                                      ;10,98
TOMATE                   ;NÃO INFORMADO       ;4667;BA        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,54
TOMATE                   ;NÃO INFORMADO       ;4667;BA        ;NORDESTE       ;2026;5;VAREJO                                                      ;10,76
TOMATE                   ;NÃO INFORMADO       ;4667;CE        ;NORDESTE       ;2026;5;VAREJO                                                      ;12,41
TOMATE                   ;NÃO INFORMADO       ;4667;CE        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,96
TOMATE                   ;NÃO INFORMADO       ;4667;DF        ;CENTRO-OESTE   ;2026;5;VAREJO                                                      ;9,93
TOMATE                   ;NÃO INFORMADO       ;4667;DF        ;CENTRO-OESTE   ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,76
TOMATE                   ;NÃO INFORMADO       ;4667;ES        ;SUDESTE        ;2026;5;VAREJO                                                      ;12,07
TOMATE                   ;NÃO INFORMADO       ;4667;ES        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,86
TOMATE                   ;NÃO INFORMADO       ;4667;GO        ;CENTRO-OESTE   ;2026;5;VAREJO                                                      ;10,16
TOMATE                   ;NÃO INFORMADO       ;4667;GO        ;CENTRO-OESTE   ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,1
TOMATE                   ;NÃO INFORMADO       ;4667;MA        ;NORDESTE       ;2026;5;VAREJO                                                      ;7,17
TOMATE                   ;NÃO INFORMADO       ;4667;MG        ;SUDESTE        ;2026;5;VAREJO                                                      ;11,2
TOMATE                   ;NÃO INFORMADO       ;4667;MS        ;CENTRO-OESTE   ;2026;5;VAREJO                                                      ;9,94
TOMATE                   ;NÃO INFORMADO       ;4667;MS        ;CENTRO-OESTE   ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,88
TOMATE                   ;NÃO INFORMADO       ;4667;MT        ;CENTRO-OESTE   ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,33
TOMATE                   ;NÃO INFORMADO       ;4667;MT        ;CENTRO-OESTE   ;2026;5;VAREJO                                                      ;14,15
TOMATE                   ;NÃO INFORMADO       ;4667;PA        ;NORTE          ;2026;5;VAREJO                                                      ;12,29
TOMATE                   ;NÃO INFORMADO       ;4667;PB        ;NORDESTE       ;2026;5;VAREJO                                                      ;11,38
TOMATE                   ;NÃO INFORMADO       ;4667;PE        ;NORDESTE       ;2026;5;VAREJO                                                      ;11,9
TOMATE                   ;NÃO INFORMADO       ;4667;PI        ;NORDESTE       ;2026;5;VAREJO                                                      ;10,44
TOMATE                   ;NÃO INFORMADO       ;4667;PR        ;SUL            ;2026;5;VAREJO                                                      ;11,73
TOMATE                   ;ITALIANO            ;11503;PR        ;SUL            ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,08
TOMATE                   ;ITALIANO            ;11503;PR        ;SUL            ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,56
TOMATE                   ;NÃO INFORMADO       ;4667;RJ        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,25
TOMATE                   ;NÃO INFORMADO       ;4667;RJ        ;SUDESTE        ;2026;5;VAREJO                                                      ;12,61
TOMATE                   ;NÃO INFORMADO       ;4667;RN        ;NORDESTE       ;2026;5;VAREJO                                                      ;11,38
TOMATE                   ;NÃO INFORMADO       ;4667;RN        ;NORDESTE       ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,94
TOMATE                   ;NÃO INFORMADO       ;4667;RO        ;NORTE          ;2026;5;VAREJO                                                      ;11,9
TOMATE                   ;NÃO INFORMADO       ;4667;RR        ;NORTE          ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;7,0
TOMATE                   ;NÃO INFORMADO       ;4667;RR        ;NORTE          ;2026;5;VAREJO                                                      ;13,54
TOMATE                   ;LONGA VIDA          ;6747;RS        ;SUL            ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;6,25
TOMATE                   ;NÃO INFORMADO       ;4667;RS        ;SUL            ;2026;5;VAREJO                                                      ;11,41
TOMATE                   ;NÃO INFORMADO       ;4667;SC        ;SUL            ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;3,85
TOMATE                   ;NÃO INFORMADO       ;4667;SC        ;SUL            ;2026;5;VAREJO                                                      ;12,27
TOMATE                   ;NÃO INFORMADO       ;4667;SE        ;NORDESTE       ;2026;5;VAREJO                                                      ;10,09
TOMATE                   ;NÃO INFORMADO       ;4667;SP        ;SUDESTE        ;2026;5;VAREJO                                                      ;13,55
TOMATE                   ;NÃO INFORMADO       ;4667;SP        ;SUDESTE        ;2026;5;PREÇO RECEBIDO P/ PRODUTOR                                  ;5,84
TOMATE                   ;NÃO INFORMADO       ;4667;TO        ;NORTE          ;2026;5;VAREJO                                                      ;11,25
TOPIK 240 EC             ;CE 240 G/L CLODINAFO;10905;DF        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;530,0
TOPIK 240 EC             ;CE 240 G/L CLODINAFO;10905;MS        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;680,0
TOPIK 240 EC             ;CE 240 G/L CLODINAFO;10905;PR        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;623,14
TOPIK 240 EC             ;CE 240 G/L CLODINAFO;10905;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;560,0
TOPIK 240 EC             ;CE 240 G/L CLODINAFO;10905;SP        ;SUDESTE        ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;580,4
TOPIK 240 EC             ;NÃO INFORMADO       ;10904;RS        ;SUL            ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;649,57
TOPIK 240 EC             ;CE 240 G/L CLODINAFO;10905;DF        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;532,0
TOPIK 240 EC             ;CE 240 G/L CLODINAFO;10905;MS        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;687,72
TOPIK 240 EC             ;CE 240 G/L CLODINAFO;10905;PR        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;651,83
TOPIK 240 EC             ;CE 240 G/L CLODINAFO;10905;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;592,5
TOPIK 240 EC             ;CE 240 G/L CLODINAFO;10905;SP        ;SUDESTE        ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;520,0
TORINO                   ;350 G/L + 52,50 G/L ;15465;MA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;125,0
TORPED                   ;NÃO INFORMADO       ;11125;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;45,26
TORRE DE COMUNICACAO     ;60 M                ;10162;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;246450,0
TORRE DE COMUNICACAO     ;60 M                ;10162;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;250000,0
TORRE DE COMUNICACAO     ;60 M                ;10162;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;250000,0
TORTA                    ;DE MAMONA           ;4460;AL        ;NORDESTE       ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;1,98
TORTA                    ;DE MAMONA           ;4460;AL        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;1,98
TOTALIT                  ;37,5 + 375 G/L BENTI;14338;RS        ;SUL            ;2025;8;PREÇO PAGO PELO PRODUTOR                                    ;156,0
TOTRIL                   ;335 G/L IOXINIL BENZ;4074;SC        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;1035,0
TRACER                   ;480 G/L ESPINOSADE E;4166;PR        ;SUL            ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;750,0
TRANSFORMADOR            ;250KVA              ;14811;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;48000,0
TRANSFORMADOR            ;125KVA              ;14810;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;29810,0
TRANSFORMADOR            ;45 KWA              ;12136;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;22740,0
TRANSFORMADOR            ;150 KWA             ;12162;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;25000,0
TRANSFORMADOR            ;75 KWA              ;12135;RS        ;SUL            ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;23982,0
TRANSFORMADOR            ;25 KWA              ;12485;ES        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;19200,0
TRANSFORMADOR            ;75 KWA              ;12135;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;28500,0
TRANSFORMADOR            ;45 KWA              ;12136;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;25250,0
TRANSFORMADOR            ;150 KWA             ;12162;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;39000,0
TRANSFORMADOR            ;250KVA              ;14811;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;52700,0
TRANSFORMADOR            ;125KVA              ;14810;RS        ;SUL            ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;32500,0
TRANSFORMADOR            ;125KVA              ;14810;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;32500,0
TRANSFORMADOR            ;250KVA              ;14811;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;52700,0
TRANSFORMADOR            ;45 KWA              ;12136;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;25800,0
TRANSFORMADOR            ;75 KWA              ;12135;RS        ;SUL            ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;28500,0
TRANSFORMADOR            ;150 KWA             ;12162;RS        ;SUL            ;2026;4;PREÇO PAGO PELO PRODUTOR                                    ;39000,0
TRANSLOK                 ;FOLIAR ICL FERTILIZA;13580;MT        ;CENTRO-OESTE   ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;19,16
TRANSLOK                 ;FOLIAR ICL FERTILIZA;13580;MT        ;CENTRO-OESTE   ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;19,73
TRANSLOK                 ;FOLIAR ICL FERTILIZA;13580;MT        ;CENTRO-OESTE   ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;20,8
TRANSMODULO              ;NÃO INFORMADO       ;13404;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;210000,0
TRANSMODULO              ;NÃO INFORMADO       ;13404;BA        ;NORDESTE       ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;210000,0
TRANSMODULO              ;NÃO INFORMADO       ;13404;BA        ;NORDESTE       ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;210000,0
TRANSPORTE BABACU        ;BABAÇU              ;11976;MA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TRANSPORTE DA AMOSTRA DE ;NÃO INFORMADO       ;12885;PA        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;98,0
TRANSPORTE, DEBULHA, SECA;NÃO INFORMADO       ;13088;ES        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;45,0
TRANSPORTE DE MUDAS      ;NÃO INFORMADO       ;8654;ES        ;SUDESTE        ;2025;9;PREÇO PAGO PELO PRODUTOR                                    ;
TRANSPORTE DE MUDAS      ;CARGA, TRANSPORTE E ;15130;BA        ;NORDESTE       ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;0,15
TRANSPORTE DE MUDAS      ;CAMINHÃO + CAIXA    ;14537;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
TRANSPORTE DE MUDAS      ;CAFÉ                ;14406;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
TRANSPORTE DE MUDAS      ;NÃO INFORMADO       ;8654;MG        ;SUDESTE        ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
TRANSPORTE DE MUDAS      ;CAFÉ                ;14406;RO        ;NORTE          ;2025;10;PREÇO PAGO PELO PRODUTOR                                    ;
TRANSPORTE DE MUDAS      ;CAFÉ                ;14406;RO        ;NORTE          ;2025;11;PREÇO PAGO PELO PRODUTOR                                    ;
TRANSPORTE DE MUDAS      ;NÃO INFORMADO       ;8654;PA        ;NORTE          ;2026;3;PREÇO PAGO PELO PRODUTOR                                    ;
TRANSPORTE DE PESSOAS    ;PASSAGEM COARI ATÉ M;12292;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;130,0
TRANSPORTE DE TRABALHADOR;PIAÇAVA DE CANOA , D;14158;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TRANSPORTE DE TRABALHADOR;PIAÇAVA DE CAMINHONE;14159;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TRANSPORTE EXTERNO       ;BORRACHA            ;14946;AC        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;2,5
TRANSPORTE EXTERNO       ;CASTANHA DO BRASIL  ;11674;AC        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,4
TRANSPORTE EXTERNO       ;BORRACHA COMUNIDADE ;11625;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,13
TRANSPORTE EXTERNO       ;CACAU COARI ATÉ MANA;12293;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,08
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;15,0
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,21
TRANSPORTE EXTERNO       ;AÇAÍ DE BARCO       ;15329;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,3
TRANSPORTE EXTERNO       ;BURITI DE MOTOCICLET;15313;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TRANSPORTE EXTERNO       ;BURITI DE BARCO     ;15312;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;
TRANSPORTE EXTERNO       ;AÇAÍ DE MOTOCICLETA ;15330;AM        ;NORTE          ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,2
TRANSPORTE EXTERNO       ;RAIO 30 KM          ;6212;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,12
TRANSPORTE EXTERNO       ;NÃO INFORMADO       ;6196;BA        ;NORDESTE       ;2025;7;PREÇO PAGO PELO PRODUTOR                                    ;0,36
